ClientID,Business_Size,Sales_M1,Sales_M2,Sales_M3,Sales_M4,Sales_M5,Sales_M6,Sales_M7,Sales_M8,Sales_M9,Sales_M10,Sales_M11,Sales_M12,Purchases_M1,Purchases_M2,Purchases_M3,Purchases_M4,Purchases_M5,Purchases_M6,Purchases_M7,Purchases_M8,Purchases_M9,Purchases_M10,Purchases_M11,Purchases_M12,Decl_Sales_M1,Decl_Sales_M2,Decl_Sales_M3,Decl_Sales_M4,Decl_Sales_M5,Decl_Sales_M6,Decl_Sales_M7,Decl_Sales_M8,Decl_Sales_M9,Decl_Sales_M10,Decl_Sales_M11,Decl_Sales_M12,Decl_Purchases_M1,Decl_Purchases_M2,Decl_Purchases_M3,Decl_Purchases_M4,Decl_Purchases_M5,Decl_Purchases_M6,Decl_Purchases_M7,Decl_Purchases_M8,Decl_Purchases_M9,Decl_Purchases_M10,Decl_Purchases_M11,Decl_Purchases_M12,CreditGrade
C416,micro,150007,154309,171225,156879,170401,154580,153269,149520,151446,160928,150983,180869,104473,95499,105475,107727,106227,113795,110706,108435,93670,105168,101717,132932,148259,153721,167158,151154,163956,153132,151567,144762,148770,157654,146063,175798,90960,81742,89663,104639,94657,112507,100155,97704,91398,94787,92003,130778,A
C417,micro,496958,457568,480968,441385,449944,469596,513591,395574,468806,528144,536640,499589,317751,316988,357743,302119,283631,320171,327710,291127,299794,348030,345311,348894,487109,447481,469935,426289,433259,466396,505754,391713,453527,518834,526428,493847,303209,306543,334680,260322,247833,305199,326235,287682,278341,308499,327741,324313,A
C418,micro,145054,147145,139055,145359,126434,165935,140799,155750,142833,131897,129205,149857,90302,106698,92931,98210,85771,119682,105216,96855,88523,84799,84538,96765,142726,145080,138348,141266,123192,161789,138543,153755,138774,127718,127003,148731,78602,91674,86878,88745,82086,111795,96024,84266,87403,82527,82274,84624,A
C419,micro,450079,409628,374431,390239,416312,413973,383902,384865,394492,440830,452658,401483,302629,283511,230005,269019,310840,279521,278021,271592,246530,279479,332418,276184,435140,407381,370099,384711,416009,406120,377140,375047,392376,439291,445471,394535,271838,247617,225069,246610,295770,251252,274765,266535,223213,269449,285675,272268,A
C420,micro,243177,247496,260580,272925,242324,249928,280526,288009,238264,238366,244575,210089,173905,180555,186743,173003,173033,166504,177465,199601,148005,146193,162797,135167,236106,243032,260217,269567,238881,247187,279833,277033,228754,232133,241425,204325,168246,169872,161871,170067,155961,155295,172558,195246,139731,127542,155761,121395,A
C421,micro,403928,405706,450936,384330,378276,403178,436486,380629,370169,440548,421713,452830,252052,299669,276746,256754,259554,293431,309194,271596,238656,274266,255917,320160,392784,392310,450900,378649,363569,401249,423091,378695,369841,432648,417402,441590,216529,276484,276302,229436,227888,255999,287387,253245,209751,257298,251126,304494,A
C422,micro,225798,202811,217339,224924,222498,226434,227928,236064,207103,218237,204781,247581,151148,136322,160067,136134,143060,141848,142182,174564,133673,153524,125188,184553,219652,198990,212517,220517,216459,223142,225887,230580,204724,212128,204079,244002,136752,126961,155118,122567,135796,121128,138826,149255,119230,142831,120400,162362,A
C423,micro,285908,302507,258309,326465,296133,251771,308466,272517,276444,345055,283730,291460,176888,208728,170417,223818,209053,166262,222705,164441,190353,238703,192311,176952,279595,299429,255823,326436,290585,242300,303017,270963,274254,331355,277126,288739,172174,200781,153863,220014,190813,162300,196238,154609,188200,228177,177237,157730,A
C424,small,1101686,942647,1047996,1228338,1101268,996298,972436,932961,1088591,1002733,975881,1109326,678836,628150,688248,769382,808119,697576,628106,568121,717424,653281,630176,686223,1058396,941572,1037812,1213890,1087010,995170,951167,906557,1085464,1001868,954007,1084476,587019,598019,635764,694470,766465,628999,555093,494474,643698,623397,596148,662043,A
C425,small,731054,828123,846661,789913,925390,712992,726846,715838,748871,805494,646605,813739,545134,563394,630804,591171,641484,513894,481960,488963,523699,530280,397669,507113,713054,813907,816736,778274,903094,689593,714615,692917,748001,786077,640042,781854,538160,535054,601320,523644,546970,470853,472427,483376,459355,467261,391643,474816,A
C426,small,843452,1140133,1098074,1091028,926555,943110,979302,1025928,993110,1062830,875238,1007932,550237,711806,697793,801909,661211,665212,627833,718674,636944,667764,585565,677760,831459,1135901,1073406,1066571,891262,924328,976353,994601,953569,1062460,856760,970321,506439,620706,692022,773683,637853,661800,623680,712829,610233,657379,581025,641587,A
C427,medium,2873405,2873522,2951526,3169440,2824835,2787116,2735529,2819066,2627224,2783696,3178955,3202126,1957843,2037530,2045042,2242463,1952387,1740037,1889751,1937199,1774804,1933709,2304232,2090700,2769589,2800196,2850629,3053805,2717837,2692589,2629030,2715054,2522535,2700924,3078024,3190719,1827352,1799980,2040189,1906730,1900883,1613326,1809240,1839628,1522689,1648820,2060645,2068394,A
C428,small,1583160,1483835,1834581,1801706,1736055,1762140,1422524,1758816,1866314,1719210,1740482,1606783,1023380,1109952,1111993,1160829,1202796,1285920,1026559,1152390,1223989,1143235,1168774,1103497,1556158,1452764,1824273,1768393,1711835,1693199,1386504,1740321,1812595,1683541,1736424,1583556,912445,1077905,1043857,1066831,1161916,1242011,942687,1122247,1096456,1133462,1127989,951502,A
C429,micro,209901,212653,194893,188007,202687,225678,201189,209012,205092,189433,228898,221341,139817,142045,132886,135333,151982,139476,142629,134449,142043,138487,144523,155184,206123,205298,189636,187659,201414,222365,195119,206210,198303,184644,222411,219510,121874,120774,118320,118769,131661,124829,139243,115542,122536,131187,131931,134820,A
C430,micro,338664,344683,389666,317745,421826,354586,376996,350207,365924,392228,396470,387148,246338,220054,279004,195169,254696,242956,266418,227056,226214,261392,239063,245005,334272,339198,385881,315491,413258,346481,374967,339618,358555,378393,385976,375938,209972,212147,248892,174541,237012,221360,243675,216157,215268,240839,238939,233147,A
C431,small,1150439,1064076,1125782,1080535,1092104,946019,1262021,1096944,1257458,1065702,936268,1066046,731178,691657,722374,698332,785775,578877,784467,802288,907749,720291,671261,680266,1137503,1052408,1085107,1080026,1087231,923242,1224209,1092841,1237412,1029519,909099,1064420,638931,615869,718469,605353,690515,500329,730476,765804,775420,615971,655627,642929,A
C432,small,1850475,1828249,1767098,1890981,1910862,1570031,1777709,1868109,1790243,1812562,1823365,1871741,1231804,1275944,1185101,1403623,1315009,946811,1284664,1394690,1121768,1318610,1341989,1319460,1829550,1797315,1724603,1833963,1874463,1536831,1708044,1840809,1785080,1804503,1801772,1812145,1201599,1232758,1170790,1312928,1271504,831199,1259399,1323704,1000007,1166518,1271839,1174639,A
C433,micro,77618,85092,78703,86661,76767,90066,84513,80944,89436,88912,82778,80311,55627,55837,52766,56347,51545,66047,58538,51191,65047,61909,53135,54637,75274,84303,77162,86033,74746,89166,83015,77839,85950,88780,81630,78278,50382,52284,48559,55106,48973,56189,55811,48019,61679,56726,45230,50420,A
C434,micro,210780,185165,175910,214394,195672,200664,213198,188654,188242,177996,189995,187186,140900,125242,117863,139684,120429,140948,145311,130137,134895,116980,125921,130391,204718,183957,170077,208523,193006,200527,206458,181118,188161,171566,187325,179788,124130,108196,102187,131005,103667,128917,143260,124926,117559,112506,109854,112165,A
C435,small,1533126,1580151,1641659,1825519,1655992,1657591,1674378,1765864,1636980,1886060,1534027,1694632,945729,1094099,1036584,1170039,1188168,1238924,1236348,1271622,985057,1164978,924175,1049325,1516502,1545095,1606266,1773692,1654401,1612491,1663666,1751188,1601006,1834900,1501896,1635711,870137,957169,896967,1017157,1046366,1068266,1093657,1216306,963503,1096813,850567,1030368,A
C436,micro,363605,376358,411595,315285,346805,408523,340033,418757,384812,388860,348969,389868,271481,263425,277404,191832,216148,300678,225671,261241,280413,287563,223958,248183,353909,364335,405718,308809,338159,403892,330827,417537,379025,373641,339675,374527,248698,234027,265764,186048,187961,275565,219961,232845,242519,280166,210836,247360,A
C437,micro,240821,248355,249751,213222,202822,254919,192700,236783,213350,264517,222591,210517,154081,178212,153963,146150,141250,174747,115934,153040,136313,178756,161106,131296,238264,241769,247440,205785,201301,246378,186694,228122,208554,256829,222304,203898,140060,170536,132306,140191,127970,165391,111182,131202,119256,169926,160830,127326,A
C438,micro,477129,510258,562222,426267,579300,456824,423704,488056,516544,508378,549773,477685,307099,313439,419326,280335,362274,319114,254375,354245,310691,323904,330975,290915,472132,493031,551865,421099,556194,449381,421293,477449,513598,502333,545800,473337,282248,283708,380925,279642,321531,311257,217128,305202,297417,318203,285568,252325,A
C439,micro,397122,458389,455443,360875,500359,436807,438454,490143,404451,462099,437612,414359,294569,290293,286533,263682,363940,285016,273091,347550,243780,328405,275518,285193,390942,454438,446004,358893,487201,420017,425323,471425,402623,447253,427370,403897,281368,252730,254802,238417,339533,258769,241515,308468,224526,283375,269150,257790,A
C440,micro,471907,526568,543552,537634,472451,471642,428630,456038,430268,518072,423908,520091,337854,356410,401986,384786,316936,296828,286934,274671,304456,319808,265875,326053,460506,507875,524577,519805,467521,460190,428493,451828,414725,516112,412026,502616,311776,343753,368855,343592,293043,270106,247748,256521,260538,316235,257047,325323,A
C441,medium,2653746,2646722,2346632,2422513,2529252,2395878,2490080,2895400,2800377,2568581,2752017,2708412,1633736,1819064,1623313,1486005,1827536,1458439,1650422,2009110,1993658,1816197,1756914,1864680,2591169,2636698,2277082,2365003,2517768,2357546,2470294,2783546,2779941,2477164,2650017,2648393,1599056,1637337,1407576,1409449,1791086,1254530,1404766,1724897,1783834,1631970,1674612,1815292,A
C442,micro,147700,132433,135878,154614,135678,144949,138671,123065,148842,145935,148272,118887,103497,90214,82477,111525,97628,88105,95794,75210,93247,94796,105325,79621,144913,127712,134036,154470,135390,141397,136032,120418,146501,145066,145225,117357,99956,79646,74756,99397,92347,75085,82432,67351,82448,93105,99199,77950,A
C443,small,1892012,1772165,1650677,1965631,1735018,1959557,1732020,1597978,1874563,1990682,1802408,2194301,1271435,1119631,991390,1390997,1272475,1294828,1299001,1000467,1273873,1298567,1320127,1548879,1838224,1743322,1603370,1946983,1686934,1954352,1731482,1548095,1806311,1978696,1758175,2139626,1156004,1044440,879007,1255001,1081633,1195969,1148150,925756,1124888,1140527,1140346,1491554,A
C444,small,1883779,1855719,1568745,1541080,1622595,1621744,1724497,1725063,1868267,1586654,1247987,1586742,1167269,1210565,1157216,1099134,996564,1103244,1218345,1179699,1254045,1180367,895712,1129399,1881194,1830077,1553529,1492658,1564141,1560662,1674622,1721902,1800614,1569212,1210645,1581454,1073994,1183263,1126613,1090043,954162,1026674,1131985,1072679,1067790,1105562,810616,1079715,A
C445,micro,84509,91546,78210,94673,83438,85057,75257,78036,71603,73874,82864,74206,59423,55905,58635,62805,62332,59465,47964,52991,47551,53382,60935,54698,84308,88928,76737,94301,81028,82890,72368,75525,71257,71207,80195,73263,55621,51217,55015,56704,56355,57505,43405,52437,42096,53170,55771,54509,A
C446,small,1066957,962401,1091880,1263586,1023422,906804,963529,1199007,1024055,1023009,1017457,970249,772778,655242,715012,789926,730598,636684,638666,748841,624371,624284,653166,601492,1040007,955359,1051391,1235614,1012256,897261,939865,1161184,1019040,986589,990100,944195,675036,638379,646582,698536,675573,630037,587162,709399,616287,613477,558689,547603,A
C447,micro,205406,242669,217463,248180,202147,241636,282009,252729,283150,225334,265425,244347,145261,155484,157374,154803,148208,166499,174909,182350,203120,153908,192405,166888,205070,242109,211658,242955,200470,238973,278065,245354,274289,225028,264971,235935,136107,146391,142487,144095,134792,142293,150629,179625,186162,151050,163600,157738,A
C448,micro,436961,454773,475210,380284,406943,402344,449384,409713,423954,458480,395236,491940,305418,313146,293585,267846,263537,262040,328186,296374,269311,334103,280917,346455,428905,448792,473770,372868,405787,393432,446695,407473,417576,457351,389153,478221,291626,288970,259771,260251,240976,244599,325585,294156,262777,321182,271491,340371,A
C449,micro,287376,323089,304890,314046,322765,250473,278158,315291,280067,295522,296113,267138,212366,241705,191930,193045,194393,156865,174521,233005,199334,220113,213601,198137,283624,315423,302356,306573,311592,242200,272564,306987,270781,283882,293140,259091,211563,208340,176262,189759,180935,155392,172872,223177,191224,209543,204062,190412,A
C450,small,1441798,1451982,1509050,1286126,1422821,1250595,1355415,1441892,1188628,1409416,1280099,1107408,938951,1037001,1019756,809593,935192,868522,967688,1028867,746408,1013889,880134,664692,1419462,1412385,1473680,1285526,1415434,1225042,1347838,1424954,1160254,1404211,1275235,1068673,902109,919370,887339,781781,885401,802355,882107,955085,640307,943582,809151,596621,A
C451,small,1240000,1457193,1225724,1357559,1454444,1531737,1402301,1511706,1325671,1519872,1471044,1234843,805534,974797,775069,847034,981691,1068503,924857,1118154,861862,1050539,884860,894855,1221050,1399124,1210785,1332874,1416151,1481515,1400615,1474070,1273101,1462837,1436533,1207968,798001,854111,715632,808064,887132,912313,882067,1015276,821029,1048138,811176,763611,A
C452,small,1015797,961169,1022343,984249,1067887,912838,1043621,1119219,951147,960151,992273,1044848,760301,697434,627251,703421,731220,614770,666016,743174,622665,623387,658299,748353,994433,928589,1006793,946546,1053509,902370,1004951,1101685,917524,941687,964364,1010967,745521,597485,580643,639938,648224,567389,610978,741237,605734,605728,606184,647674,A
C453,small,1063874,1195810,1193906,1286346,1173424,1175164,1240351,1227462,1244194,1138282,1323934,1281920,686606,738349,778446,885879,712480,867166,783519,856274,785187,853501,984937,949335,1056794,1168631,1154468,1256826,1142996,1159782,1190876,1181977,1244088,1116049,1291545,1277909,622006,731647,741463,765481,697103,754251,776934,745811,745117,847442,839138,832889,A
C454,micro,357949,413077,406457,396770,397617,409688,342135,425499,391851,375985,392781,377910,229085,290778,283487,291673,263957,277445,208396,314714,265029,275075,285334,261443,350344,408515,401937,392466,382203,404437,332539,416525,380169,363780,386951,364685,203541,280671,268684,279471,242646,264946,187980,290728,226867,252115,259997,252124,A
C455,micro,223702,180954,208459,198978,247452,220963,228075,209379,257045,226388,218587,210349,159375,110513,150615,121160,157105,160518,138266,130682,160054,168314,152657,128983,222072,177662,207960,194457,243868,215072,221465,203798,247673,222569,213579,202763,148422,107279,147366,110272,154574,143615,136605,117644,157419,148813,134133,116333,A
C456,micro,129486,128993,136710,139465,126361,127817,119967,120269,103482,112224,112406,125728,91027,86467,93715,97187,89527,89740,75236,74293,65857,67472,73514,78191,127117,128256,132337,134637,122386,127679,119287,118026,101141,108576,109206,123853,82230,82958,87487,96347,78160,88343,65959,69771,56399,63964,66531,75793,A
C457,micro,197617,178414,188003,199766,188653,199104,197365,189785,202786,205107,184553,196160,127589,128606,117458,144120,130668,138030,121049,131293,130653,153617,131157,132923,194192,172334,180619,197319,184833,194175,192630,185149,194982,202057,180378,194763,115043,117232,105907,127809,113337,134495,115748,128281,120717,136355,121460,114092,A
C458,small,1913873,1886415,1882963,2228515,2234740,1891101,2006783,2185514,2013021,1680045,1790119,1881191,1434634,1222886,1396503,1481526,1597348,1170083,1443908,1590938,1498039,1012087,1308921,1235253,1848940,1852535,1827685,2166737,2212383,1871901,1961833,2105478,1971307,1660574,1737876,1868286,1295496,1105768,1256499,1459526,1463112,1061295,1329824,1445719,1369232,962681,1118124,1059096,A
